Family , Metal Loading [wt.%],CR Metal [pm], Support 1,MW Support 1 [g mol-1],Name of Support2,MW of Support 2 [g mol-1],Name of Support 3,MW Support 3 [g mol-1],Total MW of Support [g mol-1], Promoter 1,Promoter 1 loading [wt.%],Promoter 2,Promoter 2 loading [wt.%],Calcination Temperature [K],Calcination duration [h],SBET [m2 g-1],H2/CO2 [-],GHSV [cm3 h-1 gcat-1],Catalyst amount [g],Pressure [Mpa],Temperature [K],STY [mgh-1 g-1],
Cu,44.1,138,ZnO,81.38,CeO2,172.12,P25,248,501.5,0,0,0,0,873,2,94.6,3,7500,0.2,3,553,188.48,https://doi.org/10.1016/j.apcata.2019.05.019
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,5,112,3,9000,1,5,553,188.35,DOI: 10.1126/sciadv.aaz2060
In2O3,98.93,144,0,0,0,0,0,0,0,Rh,1.07,0,0,723,3,84.6,4,21000,0.2,5,523,187.29,https://doi.org/10.1016/j.cattod.2020.05.020
In2O3,99.22,144,0,0,0,0,0,0,0,Ru,0.78,0,0,573,3,134,4,24000,0.1,5,553,187.1,https://doi.org/10.1038/s41467-019-11349-9
Cu,3.33,138,CeO2,172.12,0,0,0,0,172.12,Ni ,6.67,0,0,723,4,33.6,3,36000,0.1,3,493,186.24,https://doi.org/10.1021/acs.iecr.8b01246
Cu,60.9,138,Al2O3,101.96,0,0,0,0,101.96,0,0,0,0,673,2,139,3,14400,0.4,3,533,185.6,https://doi.org/10.1016/j.cattod.2019.01.015
Cu,14.6,138,Al2O3,101.96,CeO2,172.12,0,0,274.08,0,0,0,0,873,4,252,3,6000,0.4,4,533,184.92,https://doi.org/10.1016/j.apcata.2018.12.008
Cu,22,138,ZnO,81.38,0,0,0,0,81.38,0,0,0,0,673,3,20.4,3,14800,0.5,6,493,184.64,https://doi.org/10.1006/jcat.2002.3677
Cu,56.26,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Y,3,0,0,573,4,29,3,13200,2,8,493,184.45,https://doi.org/10.1016/j.apcata.2006.05.035
Cu,31,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,0,0,0,0,623,4,163,3,8800,0.5,3,473,184.23,https://doi.org/10.1016/j.jcat.2007.04.003
In2O3,16.5,144,ZrO2,123.22,0,0,0,0,123.22,Ni,25.4,Carbon,0.86,623,2,10,3,12000,0.5,4,523,183.97,DOI: 10.1126/sciadv.abi6012
In2O3,97.49,144,0,0,0,0,0,0,0,Ni,2.51,0,0,573,3,112,4,24000,0.1,5,553,183.25,https://doi.org/10.1038/s41467-021-22224-x
Cu,49.5,138,ZnO,81.38,AlOOH,59.9,0,0,141.28,0,0,0,0,623,2,92.2,3,8000,1.2,3,523,183.2,DOI: 10.1007/s11814-017-0230-y
Cu,47.42,138,ZnO,81.38,0,0,0,0,81.38,Pd ,1.15,0,0,623,3,19.6,3,10800,0.2,4.5,563,183,https://doi.org/10.1016/j.jcat.2017.12.029
Cu,61.2,138,AlCeO,215.1,0,0,0,0,215.1,0,0,0,0,673,2,80,3,14400,0.4,3,493,182.4,https://doi.org/10.1016/j.cattod.2019.01.015
In2O3,97.5,144,0,0,0,0,0,0,0,Pt,2.5,0,0,723,3,64.5,3,24000,0.1,2,533,181.99,https://doi.org/10.1016/j.jcat.2020.06.018
Cu,8.1,138,SBA-15,60,0,0,0,0,60,La ,4.2,0,0,973,4,470.3,3,12000,0.05,3,513,181.3,https://doi.org/10.1016/j.apcatb.2019.03.059
Cu,62.5,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,0,0,0,0,623,3,89,3,900,2,8,493,181,https://doi.org/10.1016/j.apcata.2004.09.014
Cu,16,138,ZnO,81.38,0,0,0,0,81.38,0,0,0,0,623,3,21.2,3,12000,1,3,513,180,https://doi.org/10.1039/C9RA00658C
In2O3,99.55,144,ZrO2,123.22,0,0,0,0,123.22,0,0,0,0,773,3,46,4,24000,0.1,5,553,180,https://doi.org/10.1039/C9RA00658C
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,5,60,3,9000,1,5,553,179.59,DOI: 10.1126/sciadv.aaz2060
Cu,58,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,0,0,0,0,573,4,39,3,13200,2,8,493,179.07,https://doi.org/10.1016/j.apcata.2006.05.035
Cu,35,138,CeO2,172.12,0,0,0,0,172.12,0,0,0,0,723,4,68.4,3,7500,0.5,3,573,177.73,https://doi.org/10.1016/j.jechem.2019.03.001
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,723,3,76.4,3,24000,0.1,2,573,176.25,https://doi.org/10.1016/j.jcat.2020.06.018
Pd,8.15,131,CeO2,172.12,0,0,0,0,172.12,Zn,5,0,0,773,5,38,3,3600,0.5,2,493,175.83,https://doi.org/10.1016/j.apcata.2019.117185
In2O3,99.29,144,0,0,0,0,0,0,0,Ag,0.33,0,0,573,3,146,4,24000,0.1,5,553,174.15,https://doi.org/10.1038/s41467-019-11349-9
In2O3,16.5,144,ZrO2,123.22,0,0,0,0,123.22,Ni,25.4,Carbon,0.86,623,2,10,3,12000,0.5,2,573,173.54,DOI: 10.1126/sciadv.abi6012
Cu,14.3,138,Al2O3,101.96,CeO2,172.12,0,0,274.08,0,0,0,0,873,4,199,3,6000,0.4,4,533,172.71,https://doi.org/10.1016/j.apcata.2018.12.008
Cu,14.5,138,Al2O3,101.96,CeO2,172.12,0,0,274.08,0,0,0,0,873,4,261,3,6000,0.4,4,493,172.4,https://doi.org/10.1016/j.apcata.2018.12.008
In2O3,100,144,0,0,0,0,0,0,0,0,2.5,0,0,723,3,73,4,21000,0.1,5,548,171.26,https://doi.org/10.1016/j.jechem.2020.03.083
Cu,7,138,In2O3,277.64,0,0,0,0,277.64,0,0,0,0,773,3,85.6,3,7500,0.2,3,553,170.79,https://doi.org/10.1002/er.7246
Cu,59,138,ZnO,81.38,AlOOH,59.9,0,0,141.28,0,0,0,0,623,2,88.2,3,8000,1.2,3,523,168.5,DOI: 10.1007/s11814-017-0230-y
Cu,46.57,138,ZnO,81.38,0,0,0,0,81.38,Pd ,2.11,0,0,623,3,19.8,3,10800,0.2,4.5,563,168,https://doi.org/10.1016/j.jcat.2017.12.029
Cu,47.42,138,ZnO,81.38,0,0,0,0,81.38,Pd ,1.15,0,0,623,3,19.6,3,10800,0.2,4.5,543,167,https://doi.org/10.1016/j.jcat.2017.12.029
Cu,42,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,Y,0,0,0,773,4,39,3,10000,0.6,3,503,166.73,https://doi.org/10.1039/C5CY00372E
In2O3,98.9,144,0,0,0,0,0,0,0,Ir,1.01,0,0,723,3,68,4,21000,0.2,5,523,165.86,https://doi.org/10.1021/acscatal.0c05628
Cu,4.8,138,CeO2,172.12,0,0,0,0,172.12,0,0,0,0,723,4,62.7,3,7200,0.5,3,483,165.79,https://doi.org/10.1021/acsami.1c05586
Cu,4.3,138,ZnO,81.38,SiO2,60.08,0,0,141.46,Ga ,2,0,0,873,2,142,3,18000,0.5,2,543,165.44,https://doi.org/10.1016/S0926-3373(01)00203-X
Cu,8.4,138,CNT,12,0,0,0,0,12,In,7,0,0,773,5,134.6,3,10000,0.2,3,553,164.82,https://doi.org/10.1002/aic.16490
Cu,47.26,138,ZnO,81.38,0,0,0,0,81.38,Pd ,0.58,0,0,623,3,18.2,3,10800,0.2,4.5,523,164,https://doi.org/10.1016/j.jcat.2017.12.029
In2O3,9.1,144,ZrO2,123.22,0,0,0,0,123.22,Y,1.5,0,0,573,2,84,4,52000,0.15,0.4,543,163.94,https://doi.org/10.1016/j.apcata.2019.117144
In2O3,99,144,0,0,0,0,0,0,0,Ru,1,0,0,723,3,66,4,21000,0.2,5,523,163.67,https://doi.org/10.1016/j.jcou.2021.101720
Cu,23,138,ZnO,81.38,ZrO2,123.22,CeO2,172.12,376.72,0,0,0,0,623,4,107,3,8800,0.5,3,513,163.37,https://doi.org/10.1016/j.cattod.2011.04.038
Cu,7,138,In2O3,277.64,0,0,0,0,277.64,0,0,0,0,773,3,85.6,3,7500,0.2,3,533,163.35,https://doi.org/10.1002/er.7246
Cu,7.7,138,CNT,12,0,0,0,0,12,In,6.4,0,0,773,5,161.6,3,7500,0.2,3,533,163.26,https://doi.org/10.1002/aic.16490
Cu,37,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,0,0,0,0,633,4,69.74,3,7800,0.5,2,513,161.92,https://doi.org/10.1016/S0926-860X(98)00079-9
Cu,28,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,0,0,0,0,623,4,174,3,8800,0.5,3,493,161.23,https://doi.org/10.1016/j.cattod.2011.04.038
Cu,61,138,ZnO,81.38,0,0,0,0,81.38,0,0,0,0,700,3.5,37,10,15000,1,5,503,161,https://doi.org/10.1016/j.apcata.2014.05.034
Cu,60.9,138,Al2O3,101.96,0,0,0,0,101.96,0,0,0,0,673,2,139,3,14400,0.4,3,513,160,https://doi.org/10.1016/j.cattod.2019.01.015
In2O3,12.3,144,Al2O3,101.96,0,0,0,0,101.96,0,0,0,0,623,3,30.4,3,21600,0.5,4,598,160,https://doi.org/10.1016/j.cattod.2019.01.015
In2O3,99.25,144,0,0,0,0,0,0,0,0,0,0,0,573,3,157,4,24000,0.1,5,553,159.78,https://doi.org/10.1038/s41467-019-11349-9
Cu,44.935,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Nd,5,0,0,673,5,67.4,3,4482.8,1,3,503,159.36,https://doi.org/10.1016/j.catcom.2014.05.014
Cu,33.6,138,ZnO,81.38,Al2O3,101.96,ZrO2,123.22,306.56,0,0,0,0,623,5,88.79,3,5760,4,3,523,159.07,https://doi.org/10.1016/j.jcat.2019.09.025
Pd,2.66,131,ZnO,81.38,0,0,0,0,81.38,Al,3.93,0,0,673,4,94,3,6000,0.3,3,523,158.52,https://doi.org/10.1016/j.apcatb.2019.118367
Cu,46.8,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,0,0,0,0,673,4,39.5,3,23800,0.5,4,453,158.4,https://doi.org/10.1006/jcat.2002.3676
Cu,7.42,138,ZnO,81.38,0,0,SBA-15,60,141.38,0,0,0,0,623,3,447,3,44000,0.45,3,523,158.08,https://doi.org/10.1016/j.apcatb.2019.117941
Cu,48.6,138,ZnO,81.38,CeO2,172.12,0,0,253.5,0,0,0,0,873,2,80.4,3,7500,0.2,3,533,157.76,https://doi.org/10.1016/j.apcata.2019.05.019
Cu,26.5,138,ZnO,81.38,ZrO2,123.22,CeO2,172.12,376.72,0,0,0,0,623,4,162,3,8800,0.5,3,473,157.65,https://doi.org/10.1016/j.cattod.2011.04.038
Cu,37,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,0,0,0,0,633,4,45.27,3,7800,0.5,2,513,156.8,https://doi.org/10.1016/S0926-860X(98)00079-9
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,623,3,24.8,4,32000,0.5,4,613,156.7,https://doi.org/10.1016/j.cclet.2020.05.031
Cu,56.26,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Al,3,0,0,573,4,39,3,13200,2,8,493,155.34,https://doi.org/10.1016/j.apcata.2006.05.035
Cu,45,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,Pd,3.7,0,0,673,4,31.8,3,23800,0.5,4,453,154.88,https://doi.org/10.1006/jcat.2002.3676
Cu,4.8,138,CeO2,172.12,0,0,0,0,172.12,0,0,0,0,723,4,62.7,3,7200,0.5,3,533,154.4,https://doi.org/10.1021/acsami.1c05586
Cu,33.6,138,ZnO,81.38,Al2O3,101.96,ZrO2,123.22,306.56,0,0,0,0,623,5,51.2,3,5760,4,3,523,154.28,https://doi.org/10.1016/j.jcat.2019.09.025
Cu,20.8,138,ZrO2,123.22,0,0,0,0,123.22,In,6.27,0,0,723,4,135,3,18000,0.2,3,493,154.02,https://doi.org/10.1016/j.apcata.2020.117805
Cu,12,138,ZnO,81.38,SiO2,60.08,0,0,141.46,0,0,0,0,823,7,589,3,6000,0.7,5,543,153.9,https://doi.org/10.1016/j.catcom.2016.06.010
Cu,11.75,138,SiO2,60.08,0,0,0,0,60.08,Zn,5.45,0,0,823,7,589,3,6000,0.7,5,543,153.9,https://doi.org/10.1016/j.catcom.2016.06.010
Pd,2.51,131,ZnO,81.38,0,0,0,0,81.38,Al,1.85,0,0,673,4,79,3,6000,0.3,3,523,153.35,https://doi.org/10.1016/j.apcatb.2019.118367
Cu,42.5,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,Pd,9.2,0,0,673,4,30.1,3,23800,0.5,4,473,153.28,https://doi.org/10.1006/jcat.2002.3676
Cu,5.6,138,ZnO,81.38,0,0,0,0,81.38,Ga ,2.7,0,0,873,2,20,3,18000,0.5,2,523,152.35,https://doi.org/10.1016/S0926-3373(01)00203-X
Cu,60,138,ZnO,81.38,0,0,0,0,81.38,0,0,0,0,723,2,22.4,3,12000,0.3,3,553,151.71,https://doi.org/10.1016/j.fuel.2015.03.052
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,623,3,24.8,4,24000,0.5,4,613,151.42,https://doi.org/10.1016/j.cclet.2020.05.031
Cu,7.7,138,CNT,12,0,0,0,0,12,In,6.4,0,0,773,5,161.6,3,7500,0.2,2,553,151.32,https://doi.org/10.1002/aic.16490
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,5,112,3,9000,1,5,633,150.75,DOI: 10.1126/sciadv.aaz2060
Cu,48.6,138,ZnO,81.38,CeO2,172.12,0,0,253.5,0,0,0,0,873,2,80.4,3,7500,0.2,3,513,150.72,https://doi.org/10.1016/j.apcata.2019.05.019
Cu,30.7,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Si ,1.15,0,0,623,4,214,3,15600,0.25,2,493,150.46,https://doi.org/10.1016/j.cej.2017.02.010
In2O3,16.4,144,Al2O3,101.96,0,0,0,0,101.96,0,0,0,0,623,3,36.8,3,21600,0.5,4,573,150,https://doi.org/10.1016/j.jtice.2017.06.049
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,3,112,4,9000,1,4,623,149.95,https://doi.org/10.1016/j.cej.2021.129120
Cu,35,138,ZrO2,123.22,0,0,0,0,123.22,0,0,0,0,723,4,26.9,3,7500,0.5,3,513,149.65,https://doi.org/10.1016/j.jechem.2019.03.001
Cu,56.26,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Mn,3,0,0,573,4,19,3,13200,2,8,493,149.64,https://doi.org/10.1016/j.apcata.2006.05.035
Cu,19,138,In2O3,277.64,0,0,0,0,277.64,0,0,0,0,773,3,71.6,3,7500,0.2,3,553,149.45,https://doi.org/10.1002/er.7246
Pd,2.82,131,ZnO,81.38,0,0,0,0,81.38,Al,0.35,0,0,673,4,53,3,6000,0.3,3,523,148.26,https://doi.org/10.1016/j.apcatb.2019.118367
Cu,46.57,138,ZnO,81.38,0,0,0,0,81.38,Pd ,2.11,0,0,623,3,19.8,3,10800,0.2,4.5,543,147,https://doi.org/10.1016/j.jcat.2017.12.029
Cu,60,138,ZnO,81.38,0,0,0,0,81.38,0,0,0,0,723,2,22.4,3,3000,0.3,3,513,146.93,https://doi.org/10.1016/j.fuel.2015.03.052
Cu,12,138,ZnO,81.38,SiO2,60.08,0,0,141.46,0,0,0,0,823,7,589,3,6000,0.7,5,533,146.2,https://doi.org/10.1016/j.catcom.2016.06.010
Cu,11.75,138,SiO2,60.08,0,0,0,0,60.08,Zn,5.45,0,0,823,7,589,3,6000,0.7,5,533,146.2,https://doi.org/10.1016/j.catcom.2016.06.010
Pd,4,131,TiO2,79.86,SiO2,60.08,0,0,139.94,0,0,0,0,673,4,310,3,5400,0.1,0.1,633,146.16,https://doi.org/10.1016/j.mcat.2021.111732
In2O3,9.9,144,ZrO2,123.22,0,0,0,0,123.22,La,3.4,0,0,573,2,84,4,52000,0.15,0.4,528,146.05,https://doi.org/10.1016/j.apcata.2019.117144
Cu,19.4,138,ZnO,81.38,0,0,0,0,81.38,Pd,1.3,0,0,673,3,24.6,3,14800,0.5,6,473,145.92,https://doi.org/10.1006/jcat.2002.3677
Cu,5.6,138,ZnO,81.38,0,0,0,0,81.38,Ga ,0,0,0,873,2,12,3,18000,0.5,2,543,145.38,https://doi.org/10.1016/S0926-3373(01)00203-X
Cu,23,138,ZnO,81.38,ZrO2,123.22,CeO2,172.12,376.72,0,0,0,0,623,4,107,3,8800,0.5,3,493,145.04,https://doi.org/10.1016/j.cattod.2011.04.038
Cu,61,138,ZnO,81.38,0,0,0,0,81.38,0,0,0,0,700,3.5,30,10,15000,1,5,503,145,https://doi.org/10.1016/j.apcata.2014.05.034
Cu,19,138,In2O3,277.64,0,0,0,0,277.64,0,0,0,0,773,3,71.6,3,7500,0.2,3,533,144.99,https://doi.org/10.1002/er.7246
Cu,5,138,SiO2,60.08,0,0,0,0,60.08,Zn,5,0,0,873,2,139,3,18000,0.5,2,543,144.38,https://doi.org/10.1016/S0926-3373(00)00205-8
Cu,4.8,138,CeO2,172.12,0,0,0,0,172.12,0,0,0,0,723,4,62.7,3,7200,0.5,3,573,144.19,https://doi.org/10.1021/acsami.1c05586
Cu,14.5,138,Al2O3,101.96,CeO2,172.12,0,0,274.08,0,0,0,0,873,4,261,3,6000,0.4,4,513,143.83,https://doi.org/10.1016/j.apcata.2018.12.008
Cu,58,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,0,0,0,0,573,4,39,3,13200,2,8,473,141.32,https://doi.org/10.1016/j.apcata.2006.05.035
Cu,10.7,138,SiO2,60.08,0,0,0,0,60.08,0,0,0,0,823,5,400.7,4,16000,0.3,3,613,141.22,https://doi.org/10.1021/acscatal.5b00682
Cu,37.3,138,SBA-15,60,0,0,0,0,60,0,0,0,0,623,4,285,16.5,30000,1,4,533,140.8,https://doi.org/10.1016/j.cattod.2013.03.005
In2O3,82,144,0,0,0,0,0,0,0,Pt,18,0,0,723,3,63.8,4,21000,0.2,5,498,140.76,https://doi.org/10.1039/D0GC01597K
In2O3,10.6,144,ZrO2,123.22,0,0,0,0,123.22,0,0,0,0,623,3,27.2,3,21600,0.5,4,598,140,https://doi.org/10.1016/j.jtice.2017.06.049
In2O3,9.8,144,Al2O3,101.96,0,0,0,0,101.96,0,0,0,0,623,3,27.2,3,21600,0.5,4,598,140,https://doi.org/10.1016/j.jtice.2017.06.049
In2O3,9.8,144,Al2O3,101.96,0,0,0,0,101.96,0,0,0,0,623,3,27.2,3,21600,0.5,4,598,140,https://doi.org/10.1016/j.jtice.2017.06.049
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,693,3,75,8,6000,1,5,523,139.44,https://doi.org/10.1016/j.mcat.2020.110776
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,5,112,3,9000,1,5,513,139.44,DOI: 10.1126/sciadv.aaz2060
Cu,37,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,0,0,0,0,633,4,38.87,3,7800,0.5,2,513,138.88,https://doi.org/10.1016/S0926-860X(98)00079-9
Cu,30,138,ZnO,81.38,ZrO2,123.22,Al2O3,101.96,306.56,0,0,0,0,673,5,106.3,5,4480,1,3,503,138.75,https://doi.org/10.1016/j.apcata.2013.10.010
Cu,48.6,138,ZnO,81.38,CeO2,172.12,0,0,253.5,0,0,0,0,873,2,80.4,3,7500,0.2,3,553,138.56,https://doi.org/10.1016/j.apcata.2019.05.019
In2O3,10.1,144,ZrO2,123.22,0,0,0,0,123.22,0,0,0,0,573,2,87,4,52000,0.15,0.4,528,138.47,https://doi.org/10.1016/j.apcata.2019.117144
Cu,32,138,In2O3,277.64,0,0,0,0,277.64,0,0,0,0,773,3,64.4,3,7500,0.2,3,553,137.3,https://doi.org/10.1002/er.7246
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,3,112,3,9000,1,4,623,136.84,https://doi.org/10.1016/j.cej.2021.129120
Cu,12,138,ZnO,81.38,SiO2,60.08,0,0,141.46,0,0,0,0,823,7,589,3,6000,0.7,5,523,136.6,https://doi.org/10.1016/j.catcom.2016.06.010
Cu,11.75,138,SiO2,60.08,0,0,0,0,60.08,Zn,5.45,0,0,823,7,589,3,6000,0.7,5,523,136.6,https://doi.org/10.1016/j.catcom.2016.06.010
Cu,32,138,In2O3,277.64,0,0,0,0,277.64,0,0,0,0,773,3,64.4,3,7500,0.2,3,533,136.06,https://doi.org/10.1002/er.7246
Cu,16.6,138,ZnO,81.38,0,0,0,0,81.38,Ga ,4.9,0,0,623,3,17,3,10000,0.15,3,543,135.71,https://doi.org/10.1016/j.cattod.2014.06.012
Cu,16.6,138,ZnO,81.38,0,0,0,0,81.38,Ga ,4.9,0,0,623,3,17,3,10000,0.15,3,543,135.46,https://doi.org/10.1016/j.cattod.2014.06.012
Cu,8.4,138,CNT,12,0,0,0,0,12,In,7,0,0,773,5,134.6,3,7500,0.2,3,553,135.38,https://doi.org/10.1002/aic.16490
Cu,8.4,138,CNT,12,0,0,0,0,12,In,7,0,0,773,5,134.6,3,7500,0.2,3,553,135.37,https://doi.org/10.1002/aic.16490
Cu,22,138,ZnO,81.38,0,0,0,0,81.38,0,0,0,0,673,3,20.4,3,14800,0.5,6,473,135.36,https://doi.org/10.1006/jcat.2002.3677
Cu,16.6,138,ZnO,81.38,0,0,0,0,81.38,Ga ,4.9,0,0,623,3,17,3,10000,0.15,3,533,134.37,https://doi.org/10.1016/j.cattod.2014.06.012
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,3,112,2,9000,1,4,623,134.08,https://doi.org/10.1016/j.cej.2021.129120
Cu,40,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,Y,8.3,0,0,773,4,108,3,10000,0.6,1,503,133.78,https://doi.org/10.1039/C5CY00372E
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,3,112,3,9000,1,4,573,133.64,https://doi.org/10.1016/j.cej.2021.129120
Cu,7,138,In2O3,277.64,0,0,0,0,277.64,0,0,0,0,773,3,85.6,3,7500,0.2,3,513,133.58,https://doi.org/10.1002/er.7246
Cu,4.3,138,ZnO,81.38,SiO2,60.08,0,0,141.46,Ga ,2,0,0,873,2,142,3,18000,0.5,2,533,132.77,https://doi.org/10.1016/S0926-3373(01)00203-X
Cu,56.26,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Y,3,0,0,573,4,29,3,13200,2,8,473,131.83,https://doi.org/10.1016/j.apcata.2006.05.035
Cu,16.6,138,ZnO,81.38,0,0,0,0,81.38,Ga ,4.9,0,0,623,3,17,3,10000,0.15,3,533,131.52,https://doi.org/10.1016/j.cattod.2014.06.012
In2O3,8.4,144,ZrO2,123.22,0,0,0,0,123.22,Y,2.3,0,0,573,2,84,4,52000,0.15,0.4,543,131.42,https://doi.org/10.1016/j.apcata.2019.117144
Cu,60.9,138,Al2O3,101.96,0,0,0,0,101.96,0,0,0,0,673,2,139,3,14400,0.4,3,553,131.2,https://doi.org/10.1016/j.cattod.2019.01.015
Cu,61,138,ZnO,81.38,0,0,0,0,81.38,0,0,0,0,700,3.5,189,10,15000,1,5,503,130,https://doi.org/10.1016/j.apcata.2014.05.034
Cu,5.6,138,ZnO,81.38,0,0,0,0,81.38,Ga ,0,0,0,873,2,12,3,18000,0.5,2,533,129.76,https://doi.org/10.1016/S0926-3373(01)00203-X
Cu,10,138,CeO2,172.12,0,0,0,0,172.12,0,0,0,0,723,4,40.3,3,36000,0.1,3,513,129.6,https://doi.org/10.1021/acs.iecr.8b01246
Cu,4.5,138,ZnO,81.38,SiO2,60.08,0,0,141.46,Ga ,1.6,0,0,873,2,144,3,18000,0.5,2,543,129.22,https://doi.org/10.1016/S0926-3373(01)00203-X
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,3,112,6,9000,1,4,573,129.13,https://doi.org/10.1016/j.cej.2021.129120
Cu,8.4,138,CNT,12,0,0,0,0,12,In,7,0,0,773,5,134.6,3,7500,0.2,3,573,128.52,https://doi.org/10.1002/aic.16490
Pd,4,131,TiO2,79.86,SiO2,60.08,0,0,139.94,0,0,0,0,673,4,329,3,5400,0.1,0.1,633,128.01,https://doi.org/10.1016/j.mcat.2021.111732
Cu,61.2,138,AlCeO,215.1,0,0,0,0,215.1,0,0,0,0,673,2,80,3,14400,0.4,3,473,128,https://doi.org/10.1016/j.cattod.2019.01.015
In2O3,99.42,144,0,0,0,0,0,0,0,Pt,0.58,0,0,723,3,87.3,3,24000,0.1,2,533,127.65,https://doi.org/10.1016/j.jcat.2020.06.018
Cu,14.5,138,Al2O3,101.96,CeO2,172.12,0,0,274.08,0,0,0,0,873,4,261,3,6000,0.4,4,533,127.49,https://doi.org/10.1016/j.apcata.2018.12.008
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,3,112,5,9000,1,4,573,126.95,https://doi.org/10.1016/j.cej.2021.129120
Cu,35,138,ZrO2,123.22,0,0,0,0,123.22,0,0,0,0,723,4,26.9,3,7500,0.5,3,553,126.62,https://doi.org/10.1016/j.jechem.2019.03.001
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,3,112,3,9000,1,4,573,126.05,https://doi.org/10.1016/j.cej.2021.129120
Cu,7.7,138,CNT,12,0,0,0,0,12,In,6.4,0,0,773,5,161.6,3,5000,0.2,3,553,125.83,https://doi.org/10.1002/aic.16490
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,3,112,3,16000,1,4,573,125.46,https://doi.org/10.1016/j.cej.2021.129120
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,623,3,22.8,4,32000,0.5,4,613,125.36,https://doi.org/10.1016/j.cclet.2020.05.031
Cu,47.42,138,ZnO,81.38,0,0,0,0,81.38,Pd ,1.15,0,0,623,3,19.6,3,10800,0.2,4.5,523,125,https://doi.org/10.1016/j.jcat.2017.12.029
Cu,61,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,0,0,0,0,623,3,19.6,3,10800,0.2,4.5,523,125,https://doi.org/10.1016/j.jcat.2017.12.029
Cu,17.5,138,ZnO,81.38,0,0,CeO2,172.12,253.5,0,0,0,0,623,4,61,3,8800,0.5,3,513,124.71,https://doi.org/10.1016/j.cattod.2011.04.038
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,3,112,3,9000,1,4,573,124.53,https://doi.org/10.1016/j.cej.2021.129120
Cu,10.7,138,SiO2,60.08,0,0,0,0,60.08,0,0,0,0,823,5,400.7,4,16000,0.3,3,633,124.18,https://doi.org/10.1021/acscatal.5b00682
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,3,112,4,9000,1,4,573,124.12,https://doi.org/10.1016/j.cej.2021.129120
Cu,31,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,0,0,0,0,623,4,163,3,8800,0.5,3,453,123.79,https://doi.org/10.1016/j.jcat.2007.04.003
Cu,7.7,138,CNT,12,0,0,0,0,12,In,6.4,0,0,773,5,161.6,3,7500,0.2,3,513,122.82,https://doi.org/10.1002/aic.16490
Cu,41,138,In2O3,277.64,0,0,0,0,277.64,0,0,0,0,773,3,56.9,3,7500,0.2,3,553,122.66,https://doi.org/10.1002/er.7246
Cu,4.5,138,ZnO,81.38,SiO2,60.08,0,0,141.46,Ga ,1.6,0,0,873,2,144,3,18000,0.5,2,533,122.37,https://doi.org/10.1016/S0926-3373(01)00203-X
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,3,112,4,9000,1,4,573,121.85,https://doi.org/10.1016/j.cej.2021.129120
Cu,10,138,Al2O3,101.96,ZnO,81.38,ZrO2,123.22,306.56,Mn ,5,0,0,873,6,189.7,3,4320,5,2.8,543,121.5,https://doi.org/10.1016/j.jiec.2015.03.001
